python3	/Users/timm/gits/moot/optimize/hpo/Health-ClosedPRs0006.csv	1.55	1.53	28557312	0
pypy3	/Users/timm/gits/moot/optimize/hpo/Health-ClosedPRs0006.csv	0.40	0.4	62865408	0
lua	/Users/timm/gits/moot/optimize/hpo/Health-ClosedPRs0006.csv	0.41	0.4	11845632	0
luajit	/Users/timm/gits/moot/optimize/hpo/Health-ClosedPRs0006.csv	0.20	0.2	10502144	0
python3	/Users/timm/gits/moot/optimize/hpo/Health-ClosedPRs0007.csv	1.54	1.54	28164096	0
pypy3	/Users/timm/gits/moot/optimize/hpo/Health-ClosedPRs0007.csv	0.42	0.41	65093632	0
lua	/Users/timm/gits/moot/optimize/hpo/Health-ClosedPRs0007.csv	0.39	0.39	10747904	0
luajit	/Users/timm/gits/moot/optimize/hpo/Health-ClosedPRs0007.csv	0.19	0.19	10551296	0
python3	/Users/timm/gits/moot/optimize/hpo/Health-ClosedPRs0008.csv	1.67	1.62	26656768	0
pypy3	/Users/timm/gits/moot/optimize/hpo/Health-ClosedPRs0008.csv	0.41	0.4	64651264	0
lua	/Users/timm/gits/moot/optimize/hpo/Health-ClosedPRs0008.csv	0.41	0.38	12812288	0
luajit	/Users/timm/gits/moot/optimize/hpo/Health-ClosedPRs0008.csv	0.19	0.18	10338304	0
python3	/Users/timm/gits/moot/optimize/hpo/Health-ClosedPRs0009.csv	1.53	1.53	28246016	0
pypy3	/Users/timm/gits/moot/optimize/hpo/Health-ClosedPRs0009.csv	0.41	0.4	64389120	0
lua	/Users/timm/gits/moot/optimize/hpo/Health-ClosedPRs0009.csv	0.40	0.4	13484032	0
luajit	/Users/timm/gits/moot/optimize/hpo/Health-ClosedPRs0009.csv	0.20	0.2	9961472	0
python3	/Users/timm/gits/moot/optimize/hpo/Health-ClosedPRs0010.csv	1.64	1.61	28491776	0
pypy3	/Users/timm/gits/moot/optimize/hpo/Health-ClosedPRs0010.csv	0.41	0.4	65110016	0
lua	/Users/timm/gits/moot/optimize/hpo/Health-ClosedPRs0010.csv	0.40	0.39	12746752	0
luajit	/Users/timm/gits/moot/optimize/hpo/Health-ClosedPRs0010.csv	0.21	0.2	10485760	0
python3	/Users/timm/gits/moot/optimize/hpo/Health-ClosedPRs0011.csv	1.59	1.57	28229632	0
pypy3	/Users/timm/gits/moot/optimize/hpo/Health-ClosedPRs0011.csv	0.42	0.42	65847296	0
lua	/Users/timm/gits/moot/optimize/hpo/Health-ClosedPRs0011.csv	0.39	0.38	10485760	0
luajit	/Users/timm/gits/moot/optimize/hpo/Health-ClosedPRs0011.csv	0.19	0.18	11124736	0
python3	/Users/timm/gits/moot/optimize/hpo/Health-Commits0000.csv	1.70	1.64	28475392	0
pypy3	/Users/timm/gits/moot/optimize/hpo/Health-Commits0000.csv	0.42	0.42	65421312	0
lua	/Users/timm/gits/moot/optimize/hpo/Health-Commits0000.csv	0.43	0.41	13287424	0
luajit	/Users/timm/gits/moot/optimize/hpo/Health-Commits0000.csv	0.29	0.26	10174464	0
python3	/Users/timm/gits/moot/optimize/hpo/Health-Commits0001.csv	1.90	1.76	28672000	0
pypy3	/Users/timm/gits/moot/optimize/hpo/Health-Commits0001.csv	0.49	0.46	64651264	0
lua	/Users/timm/gits/moot/optimize/hpo/Health-Commits0001.csv	0.39	0.38	10452992	0
luajit	/Users/timm/gits/moot/optimize/hpo/Health-Commits0001.csv	0.19	0.18	10878976	0
python3	/Users/timm/gits/moot/optimize/hpo/Health-Commits0002.csv	1.62	1.59	28508160	0
pypy3	/Users/timm/gits/moot/optimize/hpo/Health-Commits0002.csv	0.43	0.42	63815680	0
lua	/Users/timm/gits/moot/optimize/hpo/Health-Commits0002.csv	0.40	0.39	10600448	0
luajit	/Users/timm/gits/moot/optimize/hpo/Health-Commits0002.csv	0.22	0.2	10567680	0
python3	/Users/timm/gits/moot/optimize/hpo/Health-Commits0003.csv	1.63	1.59	27738112	0
pypy3	/Users/timm/gits/moot/optimize/hpo/Health-Commits0003.csv	0.43	0.42	63766528	0
lua	/Users/timm/gits/moot/optimize/hpo/Health-Commits0003.csv	0.42	0.4	12484608	0
luajit	/Users/timm/gits/moot/optimize/hpo/Health-Commits0003.csv	0.22	0.21	11239424	0
python3	/Users/timm/gits/moot/optimize/hpo/Health-Commits0004.csv	1.72	1.63	28000256	0
pypy3	/Users/timm/gits/moot/optimize/hpo/Health-Commits0004.csv	0.41	0.39	64389120	0
lua	/Users/timm/gits/moot/optimize/hpo/Health-Commits0004.csv	0.40	0.4	12664832	0
luajit	/Users/timm/gits/moot/optimize/hpo/Health-Commits0004.csv	0.21	0.2	10993664	0
python3	/Users/timm/gits/moot/optimize/hpo/Health-Commits0005.csv	1.54	1.53	28524544	0
pypy3	/Users/timm/gits/moot/optimize/hpo/Health-Commits0005.csv	0.40	0.4	65191936	0
lua	/Users/timm/gits/moot/optimize/hpo/Health-Commits0005.csv	0.39	0.38	12124160	0
luajit	/Users/timm/gits/moot/optimize/hpo/Health-Commits0005.csv	0.19	0.19	10682368	0
python3	/Users/timm/gits/moot/optimize/hpo/Health-Commits0006.csv	1.58	1.55	28573696	0
pypy3	/Users/timm/gits/moot/optimize/hpo/Health-Commits0006.csv	0.41	0.41	66109440	0
lua	/Users/timm/gits/moot/optimize/hpo/Health-Commits0006.csv	0.40	0.4	12091392	0
luajit	/Users/timm/gits/moot/optimize/hpo/Health-Commits0006.csv	0.20	0.19	13729792	0
python3	/Users/timm/gits/moot/optimize/hpo/Health-Commits0007.csv	1.59	1.56	28196864	0
pypy3	/Users/timm/gits/moot/optimize/hpo/Health-Commits0007.csv	0.45	0.43	65060864	0
lua	/Users/timm/gits/moot/optimize/hpo/Health-Commits0007.csv	0.57	0.56	13090816	0
luajit	/Users/timm/gits/moot/optimize/hpo/Health-Commits0007.csv	0.21	0.2	10452992	0
python3	/Users/timm/gits/moot/optimize/hpo/Health-Commits0008.csv	1.53	1.53	28524544	0
pypy3	/Users/timm/gits/moot/optimize/hpo/Health-Commits0008.csv	0.42	0.41	65454080	0
lua	/Users/timm/gits/moot/optimize/hpo/Health-Commits0008.csv	0.41	0.4	12025856	0
luajit	/Users/timm/gits/moot/optimize/hpo/Health-Commits0008.csv	0.20	0.2	9830400	0
python3	/Users/timm/gits/moot/optimize/hpo/Health-Commits0009.csv	1.52	1.51	28540928	0
pypy3	/Users/timm/gits/moot/optimize/hpo/Health-Commits0009.csv	0.41	0.41	65683456	0
lua	/Users/timm/gits/moot/optimize/hpo/Health-Commits0009.csv	0.40	0.39	13139968	0
luajit	/Users/timm/gits/moot/optimize/hpo/Health-Commits0009.csv	0.20	0.19	9797632	0
python3	/Users/timm/gits/moot/optimize/hpo/Health-Commits0010.csv	1.52	1.51	28491776	0
pypy3	/Users/timm/gits/moot/optimize/hpo/Health-Commits0010.csv	0.41	0.4	64749568	0
lua	/Users/timm/gits/moot/optimize/hpo/Health-Commits0010.csv	0.39	0.39	13565952	0
luajit	/Users/timm/gits/moot/optimize/hpo/Health-Commits0010.csv	0.23	0.2	10321920	0
python3	/Users/timm/gits/moot/optimize/hpo/Health-Commits0011.csv	1.56	1.55	28540928	0
pypy3	/Users/timm/gits/moot/optimize/hpo/Health-Commits0011.csv	0.41	0.39	64667648	0
lua	/Users/timm/gits/moot/optimize/hpo/Health-Commits0011.csv	0.39	0.38	10715136	0
luajit	/Users/timm/gits/moot/optimize/hpo/Health-Commits0011.csv	0.17	0.17	10829824	0
python3	/Users/timm/gits/moot/optimize/process/xomo_flight.csv	2.33	1.95	31653888	0
pypy3	/Users/timm/gits/moot/optimize/process/xomo_flight.csv	0.46	0.45	67682304	0
lua	/Users/timm/gits/moot/optimize/process/xomo_flight.csv	1.57	1.56	22429696	0
luajit	/Users/timm/gits/moot/optimize/process/xomo_flight.csv	0.61	0.59	17498112	0
python3	/Users/timm/gits/moot/optimize/process/xomo_ground.csv	1.69	1.68	31408128	0
pypy3	/Users/timm/gits/moot/optimize/process/xomo_ground.csv	0.44	0.42	67452928	0
lua	/Users/timm/gits/moot/optimize/process/xomo_ground.csv	1.54	1.53	22446080	0
luajit	/Users/timm/gits/moot/optimize/process/xomo_ground.csv	0.61	0.59	17891328	0
python3	/Users/timm/gits/moot/optimize/process/xomo_osp.csv	1.70	1.69	31457280	0
pypy3	/Users/timm/gits/moot/optimize/process/xomo_osp.csv	0.43	0.43	67403776	0
lua	/Users/timm/gits/moot/optimize/process/xomo_osp.csv	1.53	1.53	21479424	0
luajit	/Users/timm/gits/moot/optimize/process/xomo_osp.csv	0.61	0.6	17694720	0
python3	/Users/timm/gits/moot/optimize/process/xomo_osp2.csv	1.69	1.69	31457280	0
pypy3	/Users/timm/gits/moot/optimize/process/xomo_osp2.csv	0.42	0.42	65454080	0
lua	/Users/timm/gits/moot/optimize/process/xomo_osp2.csv	1.51	1.5	22986752	0
luajit	/Users/timm/gits/moot/optimize/process/xomo_osp2.csv	0.56	0.56	17367040	0
python3	/Users/timm/gits/moot/optimize/financial_data/BankChurners.csv	1.65	1.64	28393472	0
pypy3	/Users/timm/gits/moot/optimize/financial_data/BankChurners.csv	0.46	0.45	70615040	0
lua	/Users/timm/gits/moot/optimize/financial_data/BankChurners.csv	1.02	1.01	16973824	0
luajit	/Users/timm/gits/moot/optimize/financial_data/BankChurners.csv	0.38	0.38	14860288	0
python3	/Users/timm/gits/moot/optimize/behavior_data/all_players.csv	2.03	2.02	33472512	0
pypy3	/Users/timm/gits/moot/optimize/behavior_data/all_players.csv	0.69	0.62	78495744	0
lua	/Users/timm/gits/moot/optimize/behavior_data/all_players.csv	4.95	4.93	43761664	0
luajit	/Users/timm/gits/moot/optimize/behavior_data/all_players.csv	1.14	1.13	37912576	0
python3	/Users/timm/gits/moot/optimize/systems/PostgreSQL.csv	1.56	1.56	29147136	0
pypy3	/Users/timm/gits/moot/optimize/systems/PostgreSQL.csv	0.42	0.41	65028096	0
lua	/Users/timm/gits/moot/optimize/systems/PostgreSQL.csv	0.75	0.74	30097408	0
luajit	/Users/timm/gits/moot/optimize/systems/PostgreSQL.csv	0.30	0.29	20496384	0
python3	/Users/timm/gits/moot/optimize/financial_data/Loan.csv	1.91	1.9	44253184	0
pypy3	/Users/timm/gits/moot/optimize/financial_data/Loan.csv	0.55	0.54	87572480	0
lua	/Users/timm/gits/moot/optimize/financial_data/Loan.csv	3.39	3.38	57262080	0
luajit	/Users/timm/gits/moot/optimize/financial_data/Loan.csv	1.23	1.22	81854464	0
python3	/Users/timm/gits/moot/optimize/process/pom3a.csv	1.61	1.61	29982720	0
pypy3	/Users/timm/gits/moot/optimize/process/pom3a.csv	0.42	0.42	65929216	0
lua	/Users/timm/gits/moot/optimize/process/pom3a.csv	1.40	1.4	29949952	0
luajit	/Users/timm/gits/moot/optimize/process/pom3a.csv	0.79	0.79	23248896	0
python3	/Users/timm/gits/moot/optimize/process/pom3b.csv	1.61	1.61	29949952	0
pypy3	/Users/timm/gits/moot/optimize/process/pom3b.csv	0.42	0.41	65847296	0
lua	/Users/timm/gits/moot/optimize/process/pom3b.csv	1.41	1.41	22888448	0
luajit	/Users/timm/gits/moot/optimize/process/pom3b.csv	0.81	0.8	23166976	0
python3	/Users/timm/gits/moot/optimize/process/pom3c.csv	1.64	1.63	30179328	0
pypy3	/Users/timm/gits/moot/optimize/process/pom3c.csv	0.42	0.42	67813376	0
lua	/Users/timm/gits/moot/optimize/process/pom3c.csv	1.43	1.43	22626304	0
luajit	/Users/timm/gits/moot/optimize/process/pom3c.csv	0.82	0.81	32260096	0
python3	/Users/timm/gits/moot/optimize/health_data/Data_COVID19_Indonesia.csv	1.96	1.95	52527104	0
pypy3	/Users/timm/gits/moot/optimize/health_data/Data_COVID19_Indonesia.csv	0.63	0.62	94863360	0
lua	/Users/timm/gits/moot/optimize/health_data/Data_COVID19_Indonesia.csv	3.85	3.75	46858240	0
luajit	/Users/timm/gits/moot/optimize/health_data/Data_COVID19_Indonesia.csv	1.77	1.39	41304064	0
python3	/Users/timm/gits/moot/optimize/health_data/Medical_Data_and_Hospital_Readmissions.csv	2.76	2.6	102137856	0
pypy3	/Users/timm/gits/moot/optimize/health_data/Medical_Data_and_Hospital_Readmissions.csv	0.75	0.73	168394752	0
lua	/Users/timm/gits/moot/optimize/health_data/Medical_Data_and_Hospital_Readmissions.csv	4.14	4.12	107266048	0
luajit	/Users/timm/gits/moot/optimize/health_data/Medical_Data_and_Hospital_Readmissions.csv	1.53	1.52	76005376	0
python3	/Users/timm/gits/moot/optimize/config/SS-N.csv	1.98	1.96	46022656	0
pypy3	/Users/timm/gits/moot/optimize/config/SS-N.csv	0.51	0.5	77758464	0
lua	/Users/timm/gits/moot/optimize/config/SS-N.csv	5.60	5.54	76480512	0
luajit	/Users/timm/gits/moot/optimize/config/SS-N.csv	1.70	1.7	70713344	0
python3	/Users/timm/gits/moot/optimize/systems/x264.csv	1.91	1.89	44302336	0
pypy3	/Users/timm/gits/moot/optimize/systems/x264.csv	0.50	0.48	74858496	0
lua	/Users/timm/gits/moot/optimize/systems/x264.csv	4.65	4.64	72826880	0
luajit	/Users/timm/gits/moot/optimize/systems/x264.csv	1.53	1.52	65978368	0
python3	/Users/timm/gits/moot/optimize/config/SS-W.csv	1.83	1.82	40042496	0
pypy3	/Users/timm/gits/moot/optimize/config/SS-W.csv	0.46	0.45	77430784	0
lua	/Users/timm/gits/moot/optimize/config/SS-W.csv	2.86	2.85	113541120	0
luajit	/Users/timm/gits/moot/optimize/config/SS-W.csv	1.53	1.52	84623360	0
python3	/Users/timm/gits/moot/optimize/systems/7z.csv	1.83	1.82	34930688	0
pypy3	/Users/timm/gits/moot/optimize/systems/7z.csv	0.48	0.47	76480512	0
lua	/Users/timm/gits/moot/optimize/systems/7z.csv	3.29	3.29	83001344	0
luajit	/Users/timm/gits/moot/optimize/systems/7z.csv	1.51	1.5	67534848	0
python3	/Users/timm/gits/moot/optimize/config/SS-X.csv	1.83	1.82	41336832	0
pypy3	/Users/timm/gits/moot/optimize/config/SS-X.csv	0.46	0.45	78249984	0
lua	/Users/timm/gits/moot/optimize/config/SS-X.csv	3.06	3.04	82870272	0
luajit	/Users/timm/gits/moot/optimize/config/SS-X.csv	1.89	1.89	124272640	0
python3	/Users/timm/gits/moot/optimize/systems/exastencils.csv	1.84	1.82	38289408	0
pypy3	/Users/timm/gits/moot/optimize/systems/exastencils.csv	0.51	0.51	78020608	0
lua	/Users/timm/gits/moot/optimize/systems/exastencils.csv	3.93	3.9	114425856	0
luajit	/Users/timm/gits/moot/optimize/systems/exastencils.csv	1.90	1.88	123895808	0
python3	/Users/timm/gits/moot/optimize/binary_config/Scrum100k.csv	5.45	5.11	128532480	0
pypy3	/Users/timm/gits/moot/optimize/binary_config/Scrum100k.csv	0.83	0.77	202080256	0
lua	/Users/timm/gits/moot/optimize/binary_config/Scrum100k.csv	22.28	22.14	439648256	0
luajit	/Users/timm/gits/moot/optimize/binary_config/Scrum100k.csv	8.14	8.1	291012608	0
python3	/Users/timm/gits/moot/optimize/systems/javagc.csv	3.85	3.77	270401536	0
pypy3	/Users/timm/gits/moot/optimize/systems/javagc.csv	1.08	0.99	129220608	0
lua	/Users/timm/gits/moot/optimize/systems/javagc.csv	28.12	27.26	472137728	0
luajit	/Users/timm/gits/moot/optimize/systems/javagc.csv	8.08	8.04	281870336	0
